"id","title","location","date","price","currency","beds","description","image_url"
790,"House for lease in Innisfil","City of Toronto","2022-09-09",0,"N/A","4","This Family Favourite Is Finished From Top To Bottom And Recently Updated! The Layout Is Sure To Please With Elegant Sunlit Living And Dining Room Combination Modern Kitchen With Quartz Countertops ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
791,"3 bed Basement for rent","City of Toronto","2022-09-09",1450,"$","3","3 bedroom basement for rent in scarborough major intersection Markham road and lawrance just few minutes walk to bus stop ,banks ,malls, schools and grocery stores.Hardwood floor,tiled in kitchen and ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
792,"Apartment for Rent Above Ground with Large Patio, All Year BBQ","City of Toronto","2022-09-09",2750,"$","1","Apartment for Rent Luxury in the 401/Kingston Rd area in Scarborough. Very close to all TTC, GO Train, shopping. 10 minutes away from University Of Toronto, Centennial College Campuses. Very quiet ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
793,"Downtown new 1 bedroom condo","City of Toronto","2022-09-09",2600,"$","1","This one-year-old condo is located in the heart of the city. With its high-end condos, abundant green space, parks, and historic sites, Fort York is a safe downtown neighborhood. Gorgeous ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
794,"85-95 Gamble Ave. - 2Br. ""Newly Renovated Suites""","City of Toronto","2022-09-09",2200,"$","2","Apartment for Rent in Toronto managed by Q Residential Ask about our Parking Promotion!!! Key Property Details Beautiful & Well Maintained Building Spacious living room & Plenty of closet space ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
795,"1 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09",1932,"$","1","Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot! With easy access to Hwy 401, these Bachelor, 1, and 2 Bedroom apartment rentals offer great access ... Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot!","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
796,"2 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09",2170,"$","2","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
797,"2 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",2332,"$","2","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
798,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",1874,"$","1","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
799,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09",1842,"$","1","*Join Us for Our Open House Every Wednesday from 4:00-6:00 pm* Ideally situated just off HWY 401, this great location is surrounded by Clanton and Earl Bales Parks. It is the perfect rental in North ... Ask About our Rental Incentive!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
800,"1 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09",1850,"$","1","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
801,"2 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09",2399,"$","2","Join Us for Our In-person Open House Every Wednesday & Friday, from 4pm to 6pm. Call Now to Reserve Your Spot! Experience the charm of this historic three-story Toronto apartment building with a ... 1 Month FREE on 13 Month Lease","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
802,"Basement Markham","City of Toronto","2022-09-09",1650,"$","2","Basement In High Desirable Community In Markham. Separate Enterance Ideal for a single individual or couple that are Working professionals 2 Bedrooms ,1 Washroom , Excellent Location For Transit ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
803,"2 Bedroom Condo for rent (DOWNTOWN TORONTO)","City of Toronto","2022-09-09",3500,"$","2","Beautiful Luxury Condo In The Heart Of The Downtown Core! 2 Bedrooms With 2 Full Washrooms! Welcome To Infinity T'S Astro Unit! This Is One Of The Largest 2+Den Units In The Entire Building Boasting ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
804,"Parkdale Bachelor Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09",1549,"$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
805,"Parkdale 1 Bedroom Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09",1899,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
806,"Parkdale 2 Bedroom Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",2349,"$","2","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
807,"Parkdale 1 Bedroom Apartment for Rent - 146 Jameson Avenue","City of Toronto","2022-09-09",1849,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/cc/cc970248-61f8-4e42-9893-cba5f8177538?rule=kijijica-60-jpg"
808,"Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09",1599,"$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
809,"Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90","City of Toronto","2022-09-09",1949,"$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
810,"FULLY RENOVATED LARGE 1 BR APARTMENT","City of Toronto","2022-09-09",1700,"$","1","Take a chance because there are only two 1 BR. Apartments on the entire floor laundry as well. The Building is in exclusive environments, with many types of Shops and Ristorantes also only 2 minutes ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/49/491f8d2f-ec8d-4f96-8734-2ed435902357?rule=kijijica-96-jpg"
811,"Beautiful Bachelor Apartment Available Downtown Toronto!","City of Toronto","2022-08-13",1550,"$","Bachelor/Studio","This building has a truly spectacular view! Large balconies with stunning views of the Toronto skyline. Perfect for entertaining. Most units have stainless steel appliances incl. over the range ... 2 storey one bedroom 2 large balconies stunning views of the Toronto TTC Transit close by newly constructed Perfect for entertaining All new stainless steel appliances incl. over the range dishwasher Stunning open riser staircase hardwood Downtown","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
812,"1 Bedroom Apartments for Rent on Queen Street East","City of Toronto","2022-09-09",1849,"$","1","* Join Us For Our Open House Every Wednesday 2:00 - 6:00 pm! Call To Register* The Balmy Beach Club offers endless activities including a fitness center, hockey, lawn bowling, paddling, rugby, ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-statics/images/0c/0c0f38ef-6d6d-4a35-9796-1104ca4ad815?rule=kijijica-60-jpg"
813,"1 Bed Apartment Save $3,700-$5,400- Rent today","City of Toronto","2022-08-31",2459,"$","1","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
814,"0 Bedroom, 1 Bathroom Apartment for Rent - 470 Roncesvalles","City of Toronto","2022-09-09",1619,"$","Bachelor/Studio","Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free rent for October on Select suites Hurry! Limited Time offer. Move-in on or before October 1st and get 1-month free ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
815,"2 Bdm. for Rent in Midtown Toronto!  Yonge and St. Claire Ave. W","City of Toronto","2022-08-23",2275,"$","2","Our Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist ... Proudly Managed by Realstar Management! South Algiers Offers Quality 1, 2 and 3 Bedrooms. Office Open Daily.","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
816,"Cozy bright basement near Ossington and Bloor- gardening  option","City of Toronto","2022-09-09",1320,"$","1","Looking for a quiet tenant for this clean and cozy, bright, renovated one bedroom basement apartment. Features separate entrance from front of house, high ceilings, full kitchen, and four piece bath. ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
817,"Forest Hill Bachelor Apartment For Rent At Avenue & St. Clair","City of Toronto","2022-09-09",1700,"$","Bachelor/Studio","Unfurnished large bachelor apartment in the prestige Forest Hill neibourhood at Avenue & St. Clair! Very bright with large windows overlooking Forest Hill. Very clean and safe. Streetcar station at ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
818,"North York Spacious 2 bedroom Apt Steps to Glencairn Subway Stn","City of Toronto","2022-09-09",2400,"$","2","Available to move in NOW! Spacious Unfurnished 1600 squares foot 2-bedroom apartment in the lower level of a custom-build house. Lots of windows and lights. High ceiling. Heated flooring. Central ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
819,"One bedroom basement unit separate entrance","City of Toronto","2022-09-09",950,"$","1","I have one bed room basement unit near warden subway station , Eglington town Center for rent , start immediately. You have separated Entre, own kitchen, living room , washroom, need one year lease , ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
820,"Basement apt at Kennedy/Eglinton","City of Toronto","2022-09-09",1200,"$","1+Den","Basement apartment available on the Kennedy and Eglinton area. It’s in walking distance to stores, restaurants, schools, park and Kennedy Station. One large bedroom with a large living room with ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/7a/7a7333ee-5680-4ca0-9894-38a3fbd89419?rule=kijijica-60-jpg"
821,"3 bedroom, 1 bathroom newly renovated main floor unit","City of Toronto","2022-09-09",2400,"$","3","Newly renovated 3 bedrooms, 1 bath main floor unit in a legal duplex is available for rent in St. Catharines. Spacious open concept kitchen with new appliances, separate place for dining and sun room ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
822,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09",2800,"$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
823,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09",2575,"$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
